script	dataset	fecha	learning_rate	feature_fraction	lambda_l1	lambda_l2	min_data_in_leaf	num_leaves	max_bin	best_iter	auc
lightgbm_BO	./datasets/dataset_caba.csv	20210801 003245	0.0195569605132668	0.440265170021271	4.98148785293941	16.7166223806351	53	17	255.002674960115	994	0.825724245014262
lightgbm_BO	./datasets/dataset_caba.csv	20210801 003343	0.0100026846517056	0.322699693968903	4.94611736288729	11.8878858918897	0	290	255.08305994227	749	0.822863774667626
lightgbm_BO	./datasets/dataset_caba.csv	20210801 003351	0.0898227732645622	0.266817037020062	4.3928545987404	1.67806698906202	0	156	255.039168561156	99	0.825494956299039
lightgbm_BO	./datasets/dataset_caba.csv	20210801 003404	0.0878396898384724	0.377327390337195	3.00203121931891	6.90713120781368	0	122	255.002976930135	151	0.820303489777187
lightgbm_BO	./datasets/dataset_caba.csv	20210801 003415	0.0528217295716271	0.311136955744059	1.0752367357484	0.21727680484976	16	995	255.060588261141	77	0.823710317213316
lightgbm_BO	./datasets/dataset_caba.csv	20210801 003433	0.0639064630649764	0.794805980739236	3.81511794108231	199.586080416138	53	841	255.000673015863	761	0.821038815432812
lightgbm_BO	./datasets/dataset_caba.csv	20210801 003502	0.0101126484336388	0.442623762033088	4.26866666683249	0.223212233152801	35	345	255.030355576558	822	0.825120377612197
lightgbm_BO	./datasets/dataset_caba.csv	20210801 003514	0.0603015765219472	0.868105921993797	2.5491280841773	7.62025428437739	44	164	255.006089183019	334	0.819954024178507
lightgbm_BO	./datasets/dataset_caba.csv	20210801 003521	0.0626255019472487	0.308237789846707	2.11513378040228	0.188025209446628	31	20	255.05014936499	81	0.822254975812022
lightgbm_BO	./datasets/dataset_caba.csv	20210801 003536	0.0720744191868884	0.270166759760898	0.368978779844475	0.371301775480957	0	73	255.017493030792	144	0.827680642047801
lightgbm_BO	./datasets/dataset_caba.csv	20210801 003544	0.0919985612960247	0.21623082105963	2.05592130953736	0.11695593092995	0	307	255.079433883396	127	0.821650314905193
lightgbm_BO	./datasets/dataset_caba.csv	20210801 003549	0.0720356887241887	0.333071586777137	1.60181384113671	6.91794073833155	9	16	255.016679867838	45	0.823211656196517
lightgbm_BO	./datasets/dataset_caba.csv	20210801 003634	0.0428035947849656	0.268197024325899	0.213409744146378	5.7276832828833	0	700	255.022427953384	173	0.828961981627325
lightgbm_BO	./datasets/dataset_caba.csv	20210801 003748	0.0292581203548773	0.200690708890991	0.00197194400932388	7.04202407581438	0	246	255.025139967422	293	0.827184736682897
lightgbm_BO	./datasets/dataset_caba.csv	20210801 003759	0.019364191883947	0.200955821185687	0.313061847555598	1.9937197779161	49	525	255.000188112358	200	0.825858825229206
lightgbm_BO	./datasets/dataset_caba.csv	20210801 003822	0.055969277728019	0.478487879733215	0.21077468174015	0.0331061770037714	0	483	255.021587554634	206	0.822497888116033
lightgbm_BO	./datasets/dataset_caba.csv	20210801 003904	0.0584040286139031	0.200487191638741	0.118279692005062	2.38873275346676	0	793	255.028249126217	215	0.824817224683928
lightgbm_BO	./datasets/dataset_caba.csv	20210801 004104	0.042810125880878	0.276531208347331	0.412623862928798	53.9183398392267	0	533	255.001854223309	838	0.821296670745231
lightgbm_BO	./datasets/dataset_caba.csv	20210801 004254	0.0173304536449194	0.300747263319234	0.0160312114303429	1.32932378250929	0	766	255.059811315927	372	0.829987080373072
lightgbm_BO	./datasets/dataset_caba.csv	20210801 004301	0.0613245480577365	0.200929963216043	4.03826341160987	4.46048123703653	53	237	255.002407165098	115	0.823211035197277
lightgbm_BO	./datasets/dataset_caba.csv	20210801 004312	0.0265490389680379	0.2930085223112	0.0144209893569901	0.373330306767785	50	785	255.027484047453	96	0.825404157109592
lightgbm_BO	./datasets/dataset_caba.csv	20210801 004654	0.0331283452230197	0.799956562267398	0.16779303333893	45.2446848504473	0	942	255.09678061393	1142	0.82168497530468
lightgbm_BO	./datasets/dataset_caba.csv	20210801 004717	0.03193379563025	0.57613477650311	0.302328228391198	48.7841740565544	43	1007	255.094617013067	686	0.824432943711654
lightgbm_BO	./datasets/dataset_caba.csv	20210801 004919	0.0101197414496533	0.926635328444769	1.73206102743074	122.033545261124	0	17	255.087678836262	3322	0.822784514017429
lightgbm_BO	./datasets/dataset_caba.csv	20210801 004957	0.0241211735081192	0.284841635267486	0.43516986576236	0.129222017054321	0	537	255.028243304579	255	0.829505676054547
lightgbm_BO	./datasets/dataset_caba.csv	20210801 005148	0.0128533610605716	0.820827775383132	1.80765330888728	193.127734895297	22	807	255.099877191435	3478	0.820645093192911
lightgbm_BO	./datasets/dataset_caba.csv	20210801 005155	0.0575100081228614	0.796473721560351	1.97861258538813	27.3748819079466	140	137	255.000010136232	173	0.817847014380205
lightgbm_BO	./datasets/dataset_caba.csv	20210801 005213	0.0209328727766161	0.995601494673029	0.0621241679972584	115.702316061526	129	250	255.095820917536	1138	0.814719807778282
lightgbm_BO	./datasets/dataset_caba.csv	20210801 005224	0.0660625508956022	0.200233450145445	4.51048122667318	152.97112422834	163	719	255.08851422251	860	0.81420619200902
lightgbm_BO	./datasets/dataset_caba.csv	20210801 005307	0.0175777812497906	0.569757880837141	1.70636373810004	0.302228250159101	0	994	255.090427495806	540	0.823484819660619
lightgbm_BO	./datasets/dataset_caba.csv	20210801 005326	0.0172600894939216	0.425413915199204	0.076107380511641	0.926346559105774	54	137	255.001544994955	234	0.824349904478969
lightgbm_BO	./datasets/dataset_caba.csv	20210801 005341	0.091325239335003	0.968912880386161	4.44848208029712	75.9481918670959	0	17	255.098970827575	263	0.821124967617535
lightgbm_BO	./datasets/dataset_caba.csv	20210801 005346	0.0405513498706853	0.203283882551507	0.0160602222018912	0.418944611133334	169	201	255.000411098883	224	0.817297304829542
lightgbm_BO	./datasets/dataset_caba.csv	20210801 005518	0.0420674380092259	0.999452543903847	1.43469606798924	42.5798421869483	0	730	255.097485300926	622	0.819038730027469
lightgbm_BO	./datasets/dataset_caba.csv	20210801 005524	0.0991025147509183	0.229225786230775	0.516926324516285	2.1346397790373	177	959	255.087026206001	61	0.816280898247965
lightgbm_BO	./datasets/dataset_caba.csv	20210801 005631	0.0236777990822163	0.422300714484609	0.0868481798727094	0.165379367373804	0	882	255.028508685956	348	0.826578759812391
lightgbm_BO	./datasets/dataset_caba.csv	20210801 005739	0.0151517329613363	0.278196492488842	0.787573109444119	2.1797622180361	0	863	255.094827352933	409	0.827478682302165
lightgbm_BO	./datasets/dataset_caba.csv	20210801 005754	0.0910478323995918	0.811070287655297	2.65370989463222	88.5141439902069	37	488	255.095622069509	364	0.821656983778504
lightgbm_BO	./datasets/dataset_caba.csv	20210801 005818	0.0984349659712935	0.981520950920863	2.3640394029889	199.5534351872	0	22	255.017491128301	430	0.821437083142273
lightgbm_BO	./datasets/dataset_caba.csv	20210801 010248	0.0121110666148308	0.997837201342191	4.99665557032242	165.191078962557	0	148	255.038526014534	3755	0.812474865026887
lightgbm_BO	./datasets/dataset_caba.csv	20210801 010321	0.0160577843775685	0.20053811152027	0.0115032550055051	164.628974910425	89	139	255.002379689784	3102	0.817309698567622
lightgbm_BO	./datasets/dataset_caba.csv	20210801 010333	0.0982731667661746	0.941504357185509	4.24441441369035	199.998950069703	104	44	255.001758656526	578	0.816161668342526
lightgbm_BO	./datasets/dataset_caba.csv	20210801 010344	0.0525960770163027	0.590030728331558	0.0077049155480484	13.5855549322881	50	867	255.003358441317	217	0.822954590706149
lightgbm_BO	./datasets/dataset_caba.csv	20210801 010430	0.0318904238946847	0.935448754367943	0.0993224823719331	196.456202843491	33	26	255.059195970028	1680	0.820056971725832
lightgbm_BO	./datasets/dataset_caba.csv	20210801 010438	0.0999260835463981	0.420831475277676	4.99281013452948	17.4814803401779	46	73	255.040027904645	178	0.82390564940124
lightgbm_BO	./datasets/dataset_caba.csv	20210801 010618	0.0984468352535092	0.903365053491892	1.87687952940064	178.147218339876	0	994	255.050764916661	860	0.817655994174286
lightgbm_BO	./datasets/dataset_caba.csv	20210801 010649	0.0182262861020326	0.606763311058828	2.24773611391916	21.2313314526271	48	688	255.095055125409	1180	0.823828159019119
lightgbm_BO	./datasets/dataset_caba.csv	20210801 010700	0.0677304454216807	0.801324820305628	0.0110579215936696	189.213210262537	140	1023	255.080602989402	527	0.815075131339619
lightgbm_BO	./datasets/dataset_caba.csv	20210801 010715	0.0176182751457868	0.415211087342972	4.99585615683957	19.4928074297574	126	232	255.069626074462	773	0.820026467081342
lightgbm_BO	./datasets/dataset_caba.csv	20210801 010727	0.0191130649987092	0.463925018994365	0.0428699632178868	20.2610234670181	188	42	255.096046759951	677	0.817518239122954
lightgbm_BO	./datasets/dataset_caba.csv	20210801 010814	0.0331350894250857	0.335918825859114	0.181782436958532	0.944281960854156	0	843	255.09058984059	169	0.827800562023845
lightgbm_BO	./datasets/dataset_caba.csv	20210801 010843	0.0105172094317184	0.445168461188907	1.679306553032	18.4960466446444	84	979	255.079454161453	1332	0.821240167421034
lightgbm_BO	./datasets/dataset_caba.csv	20210801 010850	0.0943067391812449	0.416610683063302	4.99965761161394	0.847583095269307	175	193	255.011273548729	148	0.816005711080995
lightgbm_BO	./datasets/dataset_caba.csv	20210801 010904	0.0190847202959856	0.285613098199922	0.213802761834996	26.4740200543846	133	749	255.099640453872	758	0.817442435851523
lightgbm_BO	./datasets/dataset_caba.csv	20210801 010911	0.0920125597460378	0.954420936099499	4.99961728965291	65.7556065596611	155	982	255.087163240936	259	0.815212482997493
lightgbm_BO	./datasets/dataset_caba.csv	20210801 010922	0.0973711138416749	0.564553948270611	2.05353022116123	63.6462853280377	93	927	255.091991932656	282	0.820921227095228
lightgbm_BO	./datasets/dataset_caba.csv	20210801 011014	0.0101089735909955	0.909408530166689	3.85612108977952	22.4307555688436	46	980	255.096246263741	1829	0.82278508339505
lightgbm_BO	./datasets/dataset_caba.csv	20210801 011021	0.0887169209567537	0.578908090119597	0.00306051810961288	15.0947217050665	178	24	255.00035998535	92	0.814755693852095
lightgbm_BO	./datasets/dataset_caba.csv	20210801 011029	0.068503825467828	0.200463524385646	4.75501705441819	14.8755759214252	212	23	255.082646092853	265	0.810354790996889
lightgbm_BO	./datasets/dataset_caba.csv	20210801 011041	0.0269527634991914	0.957674493571797	2.15112486962803	6.88215168200725	63	19	255.098891572696	237	0.8209553165477
lightgbm_BO	./datasets/dataset_caba.csv	20210801 011145	0.0157224984590496	0.327360816402711	0.438799976587481	0.531177395995427	0	685	255.029558774151	349	0.828534515337406
lightgbm_BO	./datasets/dataset_caba.csv	20210801 011155	0.0327787225403873	0.840630867864424	1.03542202240882	14.0400465460442	195	17	255.0999630598	397	0.816206327702953
lightgbm_BO	./datasets/dataset_caba.csv	20210801 011231	0.0306166203053164	0.720883689438871	0.37816041799923	64.3948346401444	0	21	255.074613607073	696	0.823467747230288
